49.0,51.0,26.0,26.0,27.0,26.0,30.0,32.0,27.0,26.0,28.0,28.0,28.0,29.0,28.0,28.0,97.0,116.0,32.0,31.0,127.0,127.0,35.0,37.0,108.0,122.0,33.0,36.0,64.0,67.0,123.0,142.0,39.0,38.0,39.0,38.0,75.0,54.0,34.0,35.0,119.0,129.0,82.0,87.0,36.0,36.0,44.0,50.0
51.0,43.0,24.0,26.0,26.0,26.0,32.0,31.0,26.0,26.0,28.0,28.0,25.0,28.0,28.0,30.0,99.0,107.0,30.0,26.0,119.0,116.0,34.0,31.0,102.0,108.0,33.0,33.0,50.0,58.0,116.0,128.0,31.0,32.0,33.0,33.0,52.0,50.0,27.0,28.0,111.0,116.0,70.0,69.0,26.0,26.0,34.0,43.0
68.0,55.0,32.0,35.0,25.0,25.0,24.0,22.0,23.0,24.0,23.0,25.0,60.0,68.0,28.0,29.0,28.0,34.0,37.0,40.0,31.0,30.0,103.0,116.0,68.0,73.0,31.0,30.0,99.0,116.0,37.0,34.0,53.0,52.0,37.0,28.0,36.0,33.0,31.0,29.0,35.0,31.0,32.0,35.0,77.0,92.0,35.0,45.0
62.0,53.0,32.0,37.0,24.0,26.0,23.0,21.0,23.0,24.0,23.0,25.0,58.0,69.0,26.0,28.0,29.0,33.0,39.0,41.0,27.0,29.0,107.0,116.0,70.0,74.0,31.0,37.0,108.0,116.0,33.0,31.0,55.0,56.0,35.0,31.0,33.0,34.0,33.0,31.0,32.0,28.0,32.0,33.0,81.0,92.0,33.0,41.0
33.0,31.0,21.0,24.0,26.0,26.0,30.0,27.0,23.0,22.0,42.0,42.0,23.0,22.0,24.0,22.0,27.0,28.0,74.0,81.0,30.0,28.0,61.0,65.0,58.0,55.0,75.0,76.0,35.0,33.0,32.0,31.0,43.0,42.0,98.0,105.0,39.0,36.0,46.0,45.0,38.0,32.0,52.0,67.0,27.0,28.0,36.0,36.0
31.0,27.0,21.0,25.0,25.0,27.0,31.0,29.0,23.0,25.0,43.0,45.0,21.0,22.0,22.0,23.0,25.0,28.0,75.0,83.0,32.0,33.0,62.0,63.0,50.0,57.0,74.0,78.0,31.0,30.0,29.0,31.0,42.0,43.0,105.0,108.0,39.0,36.0,44.0,46.0,35.0,35.0,57.0,67.0,27.0,27.0,25.0,35.0
32.0,31.0,31.0,36.0,36.0,35.0,33.0,31.0,32.0,32.0,30.0,28.0,75.0,86.0,67.0,72.0,29.0,27.0,29.0,25.0,96.0,106.0,37.0,35.0,37.0,35.0,43.0,48.0,44.0,42.0,32.0,31.0,41.0,42.0,48.0,45.0,43.0,42.0,37.0,34.0,42.0,36.0,33.0,29.0,46.0,53.0,30.0,41.0
35.0,33.0,31.0,34.0,35.0,38.0,34.0,35.0,29.0,33.0,30.0,28.0,82.0,89.0,73.0,75.0,29.0,28.0,25.0,26.0,103.0,109.0,35.0,36.0,33.0,33.0,43.0,47.0,41.0,45.0,28.0,31.0,40.0,40.0,46.0,44.0,42.0,39.0,35.0,34.0,39.0,35.0,30.0,28.0,45.0,54.0,34.0,41.0
20.0,21.0,20.0,26.0,58.0,62.0,40.0,40.0,27.0,28.0,30.0,27.0,77.0,84.0,28.0,25.0,28.0,26.0,50.0,51.0,34.0,33.0,33.0,27.0,41.0,41.0,32.0,26.0,27.0,25.0,32.0,33.0,39.0,38.0,38.0,31.0,38.0,33.0,35.0,31.0,64.0,65.0,30.0,30.0,75.0,89.0,30.0,30.0
21.0,20.0,21.0,23.0,59.0,63.0,40.0,42.0,25.0,27.0,26.0,25.0,82.0,84.0,24.0,24.0,28.0,28.0,52.0,54.0,35.0,33.0,29.0,27.0,42.0,41.0,31.0,27.0,28.0,28.0,33.0,32.0,39.0,37.0,33.0,30.0,35.0,31.0,30.0,29.0,64.0,62.0,26.0,27.0,78.0,87.0,26.0,33.0
