111.0,111.0,37.0,36.0,33.0,34.0,26.0,29.0,30.0,34.0,32.0,36.0,36.0,41.0,40.0,45.0,49.0,54.0,44.0,46.0,66.0,70.0,47.0,48.0,48.0,51.0,50.0,50.5,54.0,54.0,48.0,49.0,60.0,61.0,46.0,48.0,48.0,48.0,45.0,46.0,119.0,122.0,44.0,40.0,47.0,47.0,94.0,112.0
102.0,102.0,32.0,30.0,28.0,27.0,26.0,26.0,28.0,31.0,28.0,27.0,31.0,32.0,32.0,35.0,42.0,43.0,35.0,37.0,56.0,60.0,39.0,40.0,40.0,44.0,42.0,42.0,46.0,48.0,42.0,42.0,47.0,47.0,39.0,41.0,37.0,41.0,36.0,42.0,113.0,112.0,41.0,36.0,43.0,41.0,85.0,99.0
36.0,35.0,27.0,26.0,24.0,25.0,30.0,34.0,23.0,25.0,27.0,29.0,28.0,28.0,32.0,38.0,32.5,34.0,37.0,36.0,33.0,33.0,33.0,37.0,35.0,39.0,37.0,36.0,37.0,38.0,37.0,38.0,38.0,37.0,37.0,40.0,41.0,40.0,39.0,41.0,38.0,41.0,37.0,34.0,75.0,88.0,30.0,38.0
31.0,29.0,25.0,26.0,24.0,25.0,32.0,34.0,25.0,26.0,26.0,29.0,27.0,31.0,34.0,37.0,34.0,35.0,36.0,36.0,32.0,32.0,33.0,37.0,34.0,37.0,36.0,36.0,38.0,40.0,35.0,37.0,36.0,37.0,36.0,37.0,38.0,41.0,40.0,41.0,37.0,40.0,35.0,34.0,79.0,83.0,31.5,37.0
92.0,90.0,26.0,26.0,26.0,27.0,28.0,29.0,112.0,112.0,29.0,30.0,112.0,116.0,33.0,35.0,38.0,38.0,34.0,35.0,42.0,43.0,35.0,34.0,40.0,41.0,39.0,40.0,92.0,92.0,38.0,37.0,44.0,46.0,41.0,41.0,39.0,37.0,36.0,34.0,46.0,57.0,83.0,85.0,52.0,42.0,36.0,39.0
84.0,85.0,24.0,27.0,26.0,27.0,27.0,31.0,115.0,117.0,32.0,31.0,117.0,121.0,34.0,36.0,39.0,38.0,37.0,34.0,43.0,43.0,36.0,39.0,44.0,43.0,40.0,40.0,94.0,93.0,40.0,39.0,47.0,48.0,43.0,40.0,38.0,39.0,33.0,36.0,49.0,62.0,74.0,81.0,38.0,38.0,32.0,39.0
23.0,22.0,30.0,22.0,20.0,21.0,21.0,30.0,30.0,35.0,83.0,83.0,36.0,37.0,34.0,36.0,61.0,65.0,38.0,37.0,38.0,38.0,41.0,38.0,41.0,44.0,41.0,41.0,42.0,41.0,40.0,37.0,39.0,40.0,44.0,44.0,35.0,38.0,63.0,69.0,113.0,88.0,0.0,0.0,44.0,35.0,32.0,41.0
21.0,18.0,21.0,23.0,18.0,22.0,22.0,24.0,24.0,30.0,85.0,84.0,32.0,35.0,35.0,36.0,65.0,63.0,40.0,37.0,39.0,38.0,41.0,40.0,45.0,42.0,39.0,39.0,38.0,39.0,37.0,38.0,35.0,38.0,44.0,53.0,34.0,42.0,63.0,74.0,84.0,76.0,41.0,43.5,30.0,31.0,34.0,43.0
26.0,23.0,18.0,22.0,25.0,27.0,26.0,28.0,25.0,27.0,23.0,30.0,42.0,44.0,37.0,36.0,63.0,64.0,42.0,39.0,46.0,45.0,40.0,39.0,47.0,48.0,37.0,38.0,43.0,45.0,36.0,36.0,45.0,43.0,73.5,70.0,56.0,51.0,52.0,48.0,51.0,44.0,38.0,35.0,128.0,132.0,40.0,46.0
27.0,31.0,18.0,17.0,25.0,28.0,21.0,27.5,29.0,34.0,25.0,31.0,39.0,41.0,34.0,35.0,62.0,65.0,41.0,40.0,45.0,43.0,36.0,37.0,45.0,43.0,33.0,37.0,42.0,43.0,35.0,40.0,40.0,42.0,59.0,63.0,38.0,44.0,36.0,41.0,41.0,40.0,32.0,34.0,135.0,140.0,37.0,44.0
22.0,24.0,20.0,20.0,18.0,22.0,28.0,30.0,27.0,27.0,24.0,29.0,31.0,34.0,31.0,36.0,29.0,33.0,34.0,35.0,35.0,36.0,36.0,35.0,39.0,40.0,41.0,42.0,50.0,50.0,56.0,52.0,53.0,44.0,113.0,109.0,44.0,42.0,52.0,43.0,38.0,33.0,33.0,36.0,37.0,36.0,36.0,43.0
25.0,25.0,22.0,22.0,22.0,25.0,25.0,26.0,27.5,28.0,30.0,34.0,34.0,37.0,28.0,37.0,28.0,33.0,31.0,36.0,32.0,36.0,33.0,35.0,30.0,36.0,34.0,37.0,39.0,44.0,45.0,46.0,38.0,41.0,95.0,94.0,34.0,34.0,38.0,36.0,32.0,37.0,35.0,34.0,34.0,35.0,37.0,44.0
105.0,102.0,28.0,25.0,24.0,26.0,25.0,28.0,92.0,94.0,47.0,46.0,37.0,34.0,30.0,31.0,32.0,33.0,45.0,47.0,34.0,36.0,39.0,39.0,34.0,35.0,32.0,33.0,33.0,35.0,38.0,37.0,40.0,37.0,36.0,37.0,36.0,35.0,32.0,36.0,36.0,36.0,38.0,40.0,37.0,38.0,36.0,45.0
103.0,101.0,28.0,28.0,26.0,28.0,29.0,30.0,92.0,96.0,48.0,50.0,40.0,36.0,30.0,32.0,38.0,36.0,45.0,42.0,36.0,38.0,38.0,38.0,36.0,36.0,36.0,35.0,34.0,36.0,35.0,36.0,36.0,38.0,35.0,38.0,35.0,35.0,35.0,37.0,35.0,37.0,38.0,42.0,38.0,40.0,37.0,44.0
